,method,bias.strength,occupancy,sim,true.breadth,cor.all.pearson,cor.all.spearman,cor.native.pearson,cor.native.spearman,pred.native.over.0.5,test.auc,test.max.kappa,test.max.tss,train.auc,train.max.kappa,train.max.tss,true.native.over.0.5
820,gam,0.9,0.589626934,bias_0.9_rep_7,1290,-0.063864693,-0.173846219,0.220016175,0.275333033,2,0.788512821,0.400160385,0.513846154,0.841220423,0.340336427,0.560016604,648
821,gam,0.9,0.696650417,bias_0.9_rep_10,6297,-0.042835931,0.213739485,0.113276706,0.287894414,56,0.635447154,0.155006859,0.281300813,0.860947096,0.419432227,0.580688124,4430
822,gam,0.9,0.767768759,bias_0.9_rep_12,5746,0.416561871,0.76402804,0.130959922,0.405294841,21,0.715184286,0.189513365,0.413374531,0.844899808,0.313998885,0.587439957,3878
823,gam,0.9,0.848920863,bias_0.9_rep_8,1022,0.429391121,0.213574913,0.045746183,-0.105263999,34,0.923830409,0.591655267,0.838888889,0.976093179,0.721301718,0.90245879,236
824,gam,0.9,0.888888889,bias_0.9_rep_16,1070,0.373182002,0.523524939,0.458074308,0.530674092,16,0.824044944,0.337940674,0.629213483,0.920956247,0.467104985,0.729562472,368
825,gam,0.9,1,bias_0.9_rep_1,1171,0.236803675,0.343116869,0.236803675,0.343116869,175,0.752019558,0.408048666,0.476190476,0.909760408,0.513143777,0.663917256,864
826,gam,0.9,1,bias_0.9_rep_2,2587,0.004951696,0.146958955,0.004951696,0.146958955,1673,0.758699187,0.382352941,0.46504065,0.817846837,0.405140977,0.501960784,1580
827,gam,1,0.103700989,bias_1_rep_19,3728,0.625102928,0.835797387,-0.055603374,-0.024660329,28,0.909121395,0.589093804,0.7481556,0.936047281,0.586659572,0.7734089,283
828,gam,1,0.296246946,bias_1_rep_7,13199,-0.338893501,-0.21188764,-0.323170957,-0.29440836,351,0.69869146,0.330708661,0.424242424,0.966533986,0.689489299,0.809418761,4002
829,gam,1,0.422007811,bias_1_rep_17,16469,0.185297945,0.321308332,-0.047612299,-0.174187966,400,0.903810836,0.597701149,0.762626263,0.94649594,0.555096597,0.833461219,7348
830,gam,1,0.44789916,bias_1_rep_18,11782,0.257618196,0.341573423,0.295257877,-0.200613745,591,0.809405941,0.420544337,0.564906491,0.932300263,0.582983748,0.740448683,5330
831,gam,1,0.457636794,bias_1_rep_12,11919,0.095257655,0.25256752,-0.257566645,-0.492967938,256,0.83575,0.418502203,0.6,0.951539063,0.587322122,0.8275,5612
832,gam,1,0.457942511,bias_1_rep_8,13271,-0.11876001,0.304737366,-0.240419926,-0.314771771,1125,0.808651512,0.459164163,0.538291768,0.865366887,0.412542224,0.594022416,6054
833,gam,1,0.460684411,bias_1_rep_3,17763,0.19675692,0.832789715,0.287140127,0.827281204,51,0.737723577,0.356234097,0.455284553,0.827798742,0.421845059,0.540066593,9087
834,gam,1,0.463500678,bias_1_rep_13,4514,0.293507656,0.700547644,0.285461423,0.375989005,23,0.820502749,0.395189003,0.53783713,0.897078138,0.447901653,0.669123441,1708
835,gam,1,0.468034766,bias_1_rep_15,17522,-0.174694934,0.426177854,-0.012223968,0.213556628,178,0.864242249,0.553752535,0.616922631,0.810607549,0.318930795,0.497573733,9693
836,gam,1,0.482632541,bias_1_rep_9,2261,0.438603331,0.648117237,0.433626811,0.565683622,25,0.799697084,0.493806066,0.467625899,0.921617217,0.584144128,0.724957025,528
837,gam,1,0.492735779,bias_1_rep_11,4218,0.287636364,0.596579049,0.101428515,0.057807985,10,0.69295225,0.417475728,0.449494949,0.827178848,0.36911102,0.532674723,2001
838,gam,1,0.498145358,bias_1_rep_20,17028,0.071283018,0.538560517,-0.33929978,-0.484275481,63,0.57753051,0.119496855,0.206987318,0.886068048,0.51746718,0.625325938,8595
839,gam,1,0.508681926,bias_1_rep_16,3396,-0.058884465,0.26975446,0.027569743,0.364472636,51,0.61835559,0.165876777,0.278345117,0.899813038,0.498066057,0.635841098,1289
840,gam,1,0.563302139,bias_1_rep_10,12888,0.039450269,0.233848728,-0.05046316,0.003740496,986,0.744795406,0.341675734,0.463268725,0.976406075,0.734535521,0.866622418,8427
841,gam,1,0.564660431,bias_1_rep_6,9088,0.304759142,0.797669236,0.269721614,0.478292656,554,0.842890809,0.45,0.558523174,0.948284121,0.62345462,0.749625303,5554
842,gam,1,0.570837049,bias_1_rep_4,15063,0.271682268,0.535393924,0.042739213,0.100491902,425,0.80258435,0.432258065,0.616176119,0.895376033,0.473437374,0.663332227,8961
843,gam,1,0.710168135,bias_1_rep_14,1532,0.205777397,0.674754083,-0.164125328,-0.176941351,39,0.890965167,0.626340882,0.762699565,0.971630571,0.765762004,0.891295269,887
844,gam,1,0.785019455,bias_1_rep_5,2261,0.228377408,0.70483638,0.269782586,0.514474587,44,0.773271117,0.381418093,0.435510888,0.904889458,0.510415133,0.650120893,807
845,gam,1,1,bias_1_rep_1,3341,-0.044754114,0.072845041,-0.044754114,0.072845041,201,0.744944853,0.284785436,0.533088235,0.917728524,0.587565615,0.67982771,1858
846,gam,1,1,bias_1_rep_2,5951,0.394856345,0.527345286,0.394856345,0.527345286,165,0.588647959,0.164791901,0.24914966,0.818457057,0.388519637,0.517412935,5080
847,glm,0,0.179361179,bias_0_rep_5,3079,0.623138385,0.443903295,0.656069481,0.811367111,7,0.817207792,0.371593396,0.606493506,0.80336623,0.325426821,0.47688252,511
848,glm,0,0.379357485,bias_0_rep_14,1695,-0.18925314,-0.265287304,0.414415571,0.53432158,5,0.7874847,0.295690251,0.499082007,0.820101947,0.328888959,0.564051118,555
849,glm,0,0.394207755,bias_0_rep_13,4819,-0.166899004,0.11280696,0.678813511,0.556325327,10,0.652565881,0.146479939,0.28779473,0.688536114,0.226615446,0.279304083,1647
850,glm,0,0.409754224,bias_0_rep_8,3122,-0.196543359,0.189029628,0.074860951,0.165732673,6,0.682291667,0.209445585,0.350490196,0.7509123,0.200690801,0.415829146,1067
851,glm,0,0.432717678,bias_0_rep_4,5062,0.450225208,0.856541424,0.438780384,0.465203922,11,0.799625,0.287215412,0.505,0.81065625,0.300794552,0.49375,1804
852,glm,0,0.453215548,bias_0_rep_16,14052,-0.13067221,0.181674975,-0.14414912,0.079205404,94,0.645853659,0.239740821,0.323577236,0.76154643,0.330772776,0.416278209,6413
853,glm,0,0.457184976,bias_0_rep_20,15364,-0.125257298,0.128022764,-0.065440067,0.242011096,214,0.664625,0.245322245,0.295,0.769351563,0.330860534,0.41125,7133
854,glm,0,0.467141556,bias_0_rep_3,17713,-0.248565916,-0.016145989,-0.349829436,-0.226527149,54,0.506463146,0.07080486,0.205170517,0.670487194,0.177209015,0.305642154,8722
855,glm,0,0.485461387,bias_0_rep_9,21790,0.343352397,0.62511077,0.28534428,0.264731686,2192,0.486090988,0.115544967,0.126919733,0.752747502,0.231556398,0.464694411,11353
856,glm,0,0.48752867,bias_0_rep_17,6790,-0.072896621,0.160148218,0.31584563,0.375166262,2,0.609848485,0.179104478,0.257575758,0.731416651,0.184215003,0.38285696,3401
857,glm,0,0.504071199,bias_0_rep_19,5301,-0.292607966,-0.023614622,0.1458344,0.362662244,1,0.639875,0.26349892,0.305,0.71103125,0.234636872,0.345,2662
858,glm,0,0.51537355,bias_0_rep_12,20833,-0.068603188,0.27561967,-0.008432924,0.154618692,148,0.472964026,0.045886961,0.0361951,0.688069092,0.213759214,0.333036826,11465
859,glm,0,0.569787986,bias_0_rep_15,1604,0.412266023,0.52070189,-0.130580583,-0.227212965,4,0.804922755,0.30217805,0.527363184,0.82268731,0.289494396,0.537369242,645
860,glm,0,0.571090047,bias_0_rep_10,933,0.162438692,0.470772046,0.321244729,0.306991358,37,0.845950704,0.332629356,0.662852113,0.90517316,0.501514575,0.726753247,241
861,glm,0,0.588980716,bias_0_rep_7,6338,0.345072985,0.338828544,0.012127797,0.114704334,1,0.711322004,0.298469388,0.374531009,0.750877392,0.242963442,0.391567337,3207
862,glm,0,0.589824121,bias_0_rep_6,5741,0.618768186,0.807239322,-0.108142971,-0.114911424,0,0.738125,0.240409207,0.4,0.710375,0.193516209,0.35875,2817
863,glm,0,0.649733775,bias_0_rep_11,7129,0.261086468,0.657092192,-0.067262531,0.250669655,132,0.594059406,0.110392236,0.300330033,0.724723394,0.204331137,0.362124824,4515
864,glm,0,0.910785619,bias_0_rep_18,1896,0.352454214,0.430323758,0.574367779,0.580239379,13,0.738636364,0.251592357,0.414141414,0.828393759,0.288540406,0.535680031,684
865,glm,0,1,bias_0_rep_1,3112,-0.037565323,-0.128654283,-0.037565323,-0.128654283,1558,0.541991825,0.140251845,0.174656262,0.70035222,0.206839231,0.342914293,2717
866,glm,0,1,bias_0_rep_2,23828,-0.053441195,-0.22118178,-0.053441195,-0.22118178,6,0.482625,0.064777328,0.085,0.659304688,0.182470528,0.2575,24849
867,glm,0.1,0.234875445,bias_0.1_rep_3,1903,0.026708873,0.052657973,0.450118949,0.464250077,17,0.915135135,0.581709572,0.72972973,0.890399137,0.458772054,0.639223301,264
868,glm,0.1,0.280124224,bias_0.1_rep_5,2947,0.029391342,0.195710963,0.713648723,0.68096593,7,0.816316561,0.316836608,0.518319492,0.837197878,0.324199378,0.571357116,451
869,glm,0.1,0.32335958,bias_0.1_rep_7,7380,0.456105944,0.490071113,0.536255018,0.484527314,3,0.862213851,0.306040268,0.694871052,0.789096159,0.302349371,0.487777963,1232
870,glm,0.1,0.362670574,bias_0.1_rep_17,10434,0.04149866,0.225260457,0.347599138,0.491661611,32,0.736714976,0.264214047,0.498699368,0.702069835,0.259618232,0.312417562,3960
871,glm,0.1,0.394469895,bias_0.1_rep_20,18043,0.371352485,0.583437124,0.078586395,-0.130996186,11,0.745614035,0.323518449,0.542812255,0.760387212,0.369235552,0.463511488,7233
872,glm,0.1,0.399289291,bias_0.1_rep_13,6883,-0.106217421,0.044115827,0.475756189,0.732678343,0,0.673725772,0.272326351,0.34553721,0.694693342,0.217158028,0.305298756,2472
873,glm,0.1,0.416479401,bias_0.1_rep_6,1890,0.391950363,0.221175212,0.302229803,0.120301915,14,0.840945513,0.36207766,0.709935897,0.850866621,0.338737201,0.609848485,556
874,glm,0.1,0.456852318,bias_0.1_rep_10,11369,0.3734533,0.67240029,0.348766978,0.680903089,10,0.74195122,0.242222222,0.437398374,0.772112468,0.336596343,0.464150943,4897
875,glm,0.1,0.466063978,bias_0.1_rep_12,7097,0.580770033,0.761284191,0.287815468,0.27452314,0,0.695872876,0.383671291,0.403442949,0.670367615,0.20914906,0.28713752,3351
876,glm,0.1,0.468181818,bias_0.1_rep_19,7329,0.295313518,0.662435431,0.345193172,0.41311667,2,0.5994257,0.092322411,0.24120603,0.714107366,0.253566763,0.329919879,2884
877,glm,0.1,0.503938658,bias_0.1_rep_15,20997,0.386820943,0.559731209,0.290964148,0.144888155,852,0.569719472,0.203506098,0.239823982,0.642146525,0.170580964,0.317195428,12027
878,glm,0.1,0.504789767,bias_0.1_rep_14,17727,-0.134716273,-0.029004714,-0.076151894,0.175813808,15,0.556168616,0.097621001,0.183844626,0.684616131,0.181958257,0.289450276,8800
879,glm,0.1,0.532438479,bias_0.1_rep_8,3703,0.77592716,0.640417526,0.486150375,0.61754324,5,0.733641026,0.251859724,0.409230769,0.765755694,0.252408478,0.412505176,1190
880,glm,0.1,0.595930233,bias_0.1_rep_9,916,-0.003474925,0.099123113,0.45283221,0.445961193,27,0.837820513,0.514275051,0.588888889,0.868214668,0.485138781,0.658431478,205
881,glm,0.1,0.597111701,bias_0.1_rep_4,7658,-0.007159906,0.17290139,-0.436646434,0.005239629,616,0.503188776,0.06779661,0.176870748,0.719748298,0.230192452,0.348127782,4052
882,glm,0.1,0.648326279,bias_0.1_rep_16,3266,0.738794164,0.85269886,0.261361395,0.246503556,0,0.686361947,0.12803532,0.49795615,0.736009045,0.206836109,0.390108855,1685
883,glm,0.1,0.776536313,bias_0.1_rep_11,1152,0.135999989,0.411481831,0.567811722,0.579905268,29,0.851417769,0.482758621,0.643478261,0.906679818,0.519734723,0.751520631,139
884,glm,0.1,0.842883549,bias_0.1_rep_18,1337,0.396734602,0.647417234,0.117129567,0.037799262,18,0.755366069,0.236662107,0.592178771,0.857294384,0.331046379,0.615319075,456
885,glm,0.1,1,bias_0.1_rep_1,21276,0.000868119,-0.053885334,0.000868119,-0.053885334,1,0.496812518,0.191424196,0.181106926,0.611880395,0.111958836,0.176081994,21979
886,glm,0.1,1,bias_0.1_rep_2,1144,0.459719823,0.423457704,0.459719823,0.423457704,460,0.759324652,0.283165244,0.509159126,0.785932623,0.279729899,0.480341576,606
887,glm,0.2,0.203584229,bias_0.2_rep_20,3711,-0.111296324,-0.001484704,0.585942542,0.674856403,3,0.807958478,0.414893617,0.617647059,0.792380918,0.27848771,0.536352306,568
888,glm,0.2,0.393700787,bias_0.2_rep_18,2680,-0.210075929,-0.05878024,0.19612426,0.389934062,0,0.569035654,0.064158601,0.236420196,0.748257716,0.319278848,0.417452867,900
889,glm,0.2,0.425500733,bias_0.2_rep_10,3540,0.013301191,0.104293809,0.270918463,0.330097329,3,0.759353741,0.302694136,0.454931973,0.795136161,0.305389222,0.46942917,871
890,glm,0.2,0.430559258,bias_0.2_rep_14,16213,-0.079124229,0.094696757,-0.112872576,-0.057594354,116,0.6145,0.215982721,0.25,0.72725,0.210664911,0.365,8076
891,glm,0.2,0.431268684,bias_0.2_rep_11,16993,0.000593076,0.133010893,-0.248499883,-0.038579067,773,0.651115619,0.246252677,0.253549696,0.694033348,0.21909627,0.352708198,8223
892,glm,0.2,0.443064182,bias_0.2_rep_16,14623,0.212628652,0.500666058,0.007068681,0.125869913,13,0.75079687,0.353932584,0.424224862,0.750774743,0.27167877,0.464921165,7062
893,glm,0.2,0.45786418,bias_0.2_rep_13,11267,0.25078503,0.352395628,0.29714405,0.317640998,600,0.851637207,0.429338104,0.700086931,0.857598525,0.400328333,0.603739928,5205
894,glm,0.2,0.466043049,bias_0.2_rep_4,19937,0.025796934,0.177181568,0.258978995,0.317265262,4,0.536,0.085106383,0.15,0.692492188,0.256,0.3125,9765
895,glm,0.2,0.494662876,bias_0.2_rep_17,17301,0.511342342,0.638523203,0.299111731,0.373783087,1,0.585963363,0.08613317,0.189362172,0.675421714,0.181045583,0.327521793,9222
896,glm,0.2,0.50084317,bias_0.2_rep_12,2442,-0.138442403,0.027656387,0.258174303,0.171088326,12,0.863,0.472016183,0.71,0.845219124,0.382735405,0.629083665,594
897,glm,0.2,0.50843767,bias_0.2_rep_15,2760,-0.027556848,-0.190301994,0.137697977,-0.013901048,32,0.827613727,0.3723099,0.675711625,0.846705525,0.39378006,0.552678242,934
898,glm,0.2,0.517581983,bias_0.2_rep_9,3358,0.149093561,0.795511731,0.094074659,0.105612513,59,0.792929293,0.345794393,0.54040404,0.855665324,0.333058473,0.60227636,1310
899,glm,0.2,0.520304323,bias_0.2_rep_3,19309,0.450956042,0.627723023,0.394350146,0.478166978,0,0.506009615,0.129287599,0.176282051,0.643071338,0.186170213,0.244949495,10737
900,glm,0.2,0.550988554,bias_0.2_rep_7,2402,-0.251088002,-0.581655456,0.667762919,0.749215843,0,0.729933353,0.224040632,0.43436685,0.753117867,0.199578552,0.423289142,1059
901,glm,0.2,0.686968513,bias_0.2_rep_5,4636,-0.231478771,-0.29377948,0.011261343,0.185867838,27,0.77925,0.305263158,0.58,0.80509375,0.314502038,0.5125,2989
902,glm,0.2,0.717275156,bias_0.2_rep_19,3261,0.26874979,0.288687874,0.149363354,0.329401116,35,0.65780181,0.158342189,0.278525712,0.798668952,0.307610994,0.492794876,1611
903,glm,0.2,0.752112676,bias_0.2_rep_8,1555,-0.467486389,-0.760976524,0.528047565,0.523510268,14,0.772993089,0.339798583,0.484316853,0.816350111,0.380070357,0.522032289,267
904,glm,0.2,0.97068819,bias_0.2_rep_6,4482,0.106163877,0.103258987,0.301170031,0.267230875,23,0.741336634,0.181738623,0.502750275,0.81365762,0.313878369,0.508282902,2285
905,glm,0.2,1,bias_0.2_rep_1,842,0.688411589,0.619119713,0.688411589,0.619119713,111,0.705158418,0.327833792,0.358732653,0.826704677,0.390958448,0.561257127,102
906,glm,0.2,1,bias_0.2_rep_2,1307,0.657187192,0.690854679,0.657187192,0.690854679,203,0.651219512,0.317829457,0.356097561,0.765327414,0.299071894,0.46600074,398
907,glm,0.3,0.161220044,bias_0.3_rep_18,2192,-0.355713644,-0.369570675,0.660798936,0.759244298,20,0.701818182,0.222488038,0.436363636,0.848607955,0.465588915,0.575,296
908,glm,0.3,0.166970803,bias_0.3_rep_9,1318,0.159193922,0.18317481,0.582491187,0.605012415,23,0.874580818,0.559386973,0.642521797,0.828504937,0.424655553,0.550393667,183
909,glm,0.3,0.183431953,bias_0.3_rep_15,4156,0.53156333,0.627172955,0.220962562,0.247998783,3,0.745454545,0.229523369,0.412121212,0.794962121,0.252987227,0.513636364,558
910,glm,0.3,0.252529511,bias_0.3_rep_20,5247,0.072060968,0.541516581,0.464498046,0.607929202,0,0.678152668,0.175631573,0.347690835,0.742671344,0.211386886,0.402929882,1198
911,glm,0.3,0.322048611,bias_0.3_rep_14,1622,0.194406991,0.733909079,0.554434047,0.600937404,5,0.809106099,0.399109792,0.518796992,0.807324275,0.336765033,0.515187139,371
912,glm,0.3,0.36562671,bias_0.3_rep_17,2156,0.568697692,0.836964531,0.571964932,0.569057608,2,0.75025,0.213263979,0.49,0.802101563,0.289744981,0.485,668
913,glm,0.3,0.404208005,bias_0.3_rep_13,10940,-0.037842979,0.206077056,-0.056748676,-0.166264484,21,0.803308824,0.31750107,0.569852941,0.840489651,0.376630386,0.554917444,4726
914,glm,0.3,0.40763576,bias_0.3_rep_12,20145,0.292307935,0.280874315,0.179439528,0.02491736,493,0.536527887,0.10267778,0.151610369,0.765014911,0.258229022,0.416755512,8595
915,glm,0.3,0.411411411,bias_0.3_rep_16,1137,-0.052981832,-0.204507934,0.590154212,0.649184101,38,0.822962963,0.4671875,0.693333333,0.857737595,0.497918564,0.668713204,274
916,glm,0.3,0.473831776,bias_0.3_rep_7,2281,0.140318276,-0.235988487,0.303552581,0.177069132,11,0.775672043,0.241641521,0.589784946,0.856864892,0.333873582,0.651920485,507
917,glm,0.3,0.507739938,bias_0.3_rep_3,999,-0.195021403,-0.319511181,0.62764753,0.508076123,27,0.83164557,0.436539556,0.594936709,0.870481688,0.486163242,0.63272293,164
918,glm,0.3,0.50967368,bias_0.3_rep_6,21333,-0.22312469,0.203696556,0.141316704,0.226853442,0,0.59523284,0.177460275,0.293312734,0.603548382,0.110555456,0.220245508,11433
919,glm,0.3,0.511805027,bias_0.3_rep_8,17515,0.002609626,0.183722499,-0.067063391,-0.129022012,11,0.623852158,0.225352113,0.207070707,0.629164269,0.215010223,0.245444082,8736
920,glm,0.3,0.517669954,bias_0.3_rep_10,21869,-0.58635791,-0.290886159,-0.221484868,-0.170889333,3,0.397153352,0.016853933,0.03030303,0.640050515,0.170023659,0.236044504,11704
921,glm,0.3,0.560800757,bias_0.3_rep_11,7960,0.432347562,0.420508902,0.127063021,0.196996218,1,0.537449151,0.102924634,0.14955731,0.660258538,0.112394136,0.261160891,4146
