,method,bias.strength,occupancy,sim,true.breadth,cor.all.pearson,cor.all.spearman,cor.native.pearson,cor.native.spearman,pred.native.over.0.5,test.auc,test.max.kappa,test.max.tss,train.auc,train.max.kappa,train.max.tss,true.native.over.0.5
337,brt,0.7,0.196863061,bias_0.7_rep_13,5639,0.724084243,0.498369352,0.607130296,0.643071211,0,0.716508497,0.174575149,0.453983668,0.875426566,0.407315944,0.59918164,979
338,brt,0.7,0.251458769,bias_0.7_rep_11,9370,0.249719275,0.313179758,0.259241498,0.273828374,6,0.767317073,0.271293375,0.443902439,0.887643359,0.490523124,0.636625971,2284
339,brt,0.7,0.294444444,bias_0.7_rep_15,2452,0.76537583,0.489517278,0.417443236,0.468020547,4,0.862114076,0.374391093,0.681318681,0.889175747,0.443919224,0.653323432,371
340,brt,0.7,0.33005618,bias_0.7_rep_18,6595,0.338886877,0.333796025,0.13273036,0.197388812,0,0.669005102,0.276315789,0.357142857,0.821067361,0.340749364,0.544579733,1880
341,brt,0.7,0.389540904,bias_0.7_rep_17,17072,0.2198395,0.354278907,-0.016151718,-0.137529465,25,0.843,0.480898876,0.635,0.951789063,0.695759066,0.7675,6771
342,brt,0.7,0.417978128,bias_0.7_rep_8,4116,0.629029559,0.534108661,0.24795317,0.409374338,0,0.691673213,0.220430108,0.418434145,0.833395139,0.372511367,0.525471654,1567
343,brt,0.7,0.422700464,bias_0.7_rep_10,15490,0.32740084,0.428215674,0.208743538,0.259562707,26,0.8075,0.316633267,0.56,0.879195313,0.565349544,0.60625,6737
344,brt,0.7,0.468885516,bias_0.7_rep_20,17603,-0.514657657,-0.590799074,-0.352832762,-0.309685781,633,0.720387653,0.238886006,0.450107681,0.915991087,0.534101889,0.719164336,8650
345,brt,0.7,0.474463056,bias_0.7_rep_16,18267,-0.154842981,-0.221149459,-0.200724093,-0.205636139,53,0.648959081,0.166259169,0.30461833,0.938573618,0.638094571,0.718579624,9234
346,brt,0.7,0.478961039,bias_0.7_rep_19,3455,0.060283575,-0.042397416,0.530971975,0.687263653,0,0.770633013,0.217530978,0.503205128,0.816775712,0.385359116,0.476010101,922
347,brt,0.7,0.480651205,bias_0.7_rep_7,15557,-0.500129683,-0.566305039,-0.230745045,-0.272350471,155,0.767375,0.368421053,0.485,0.926804688,0.597183099,0.7125,7440
348,brt,0.7,0.492068375,bias_0.7_rep_4,22422,-0.204836394,-0.240490746,-0.156686193,-0.206683288,9,0.562051282,0.156441718,0.205128205,0.836761905,0.423942394,0.571759834,11198
349,brt,0.7,0.513625962,bias_0.7_rep_3,6356,-0.096669052,-0.311681454,0.439761836,0.475388233,0,0.807148468,0.37283649,0.526577638,0.852508537,0.384683071,0.552264405,2469
350,brt,0.7,0.544230261,bias_0.7_rep_6,4593,0.289336744,0.065693212,0.271280838,0.311330423,35,0.941668917,0.652173913,0.770186335,0.931852565,0.625683317,0.727665678,2061
351,brt,0.7,0.653658537,bias_0.7_rep_14,3926,0.284026032,0.004642208,0.017339483,0.150217224,30,0.900693946,0.444571953,0.713567839,0.972320991,0.704589414,0.84859116,2010
352,brt,0.7,0.832879695,bias_0.7_rep_9,3133,-0.078821355,-0.180683709,0.414416965,0.559210994,0,0.661948718,0.159349593,0.285128205,0.849532091,0.420763206,0.56505176,1530
353,brt,0.7,0.869822485,bias_0.7_rep_5,513,0.847683759,0.603052776,0.50476835,0.434007973,14,0.74760274,0.3426858,0.547945205,0.891516323,0.530086522,0.676331615,147
354,brt,0.7,0.904779827,bias_0.7_rep_12,4742,0.51124827,0.447664692,0.096429083,-0.120454563,0,0.748512821,0.317375887,0.404102564,0.887213251,0.429301366,0.642981366,2404
355,brt,0.7,1,bias_0.7_rep_1,1289,0.730852834,0.316835294,0.730852834,0.316835294,19,0.65725,0.201405152,0.355,0.855,0.488199595,0.585,968
356,brt,0.8,0.274534754,bias_0.8_rep_12,7153,0.32620668,0.037484759,0.195334835,0.193391905,4,0.80125,0.27254509,0.555,0.893421875,0.485446985,0.64125,1726
357,brt,0.8,0.334455668,bias_0.8_rep_14,1793,0.392001245,0.030280178,0.362654562,0.521560537,16,0.706730769,0.230271669,0.442307692,0.85778013,0.451179479,0.575049146,298
358,brt,0.8,0.463842221,bias_0.8_rep_20,16776,-0.228305647,-0.262995046,0.159614712,0.118069665,15,0.542812255,0.135996409,0.198743126,0.915017228,0.559584052,0.732783263,8255
359,brt,0.8,0.473709369,bias_0.8_rep_19,6531,-0.075870516,-0.23220654,0.060007269,0.024881077,35,0.891544118,0.534106108,0.762254902,0.980034099,0.814744391,0.897164393,2973
360,brt,0.8,0.479103891,bias_0.8_rep_10,7961,-0.157300323,-0.180468996,0.072270848,-0.001109199,3,0.767006803,0.371428571,0.425170068,0.923826591,0.499124343,0.725386227,3657
361,brt,0.8,0.495238095,bias_0.8_rep_6,2245,0.540576729,0.059627925,0.26717117,0.265920401,1,0.709217073,0.243726366,0.335428123,0.910095953,0.485315829,0.705418811,936
362,brt,0.8,0.497897864,bias_0.8_rep_4,17034,-0.181261142,-0.251401201,-0.328105003,0.015534756,0,0.450117832,0.074733096,0.133280964,0.764072374,0.281665491,0.446453128,8882
363,brt,0.8,0.5004786,bias_0.8_rep_11,8693,0.306202975,0.137232556,0.410705886,0.601152698,5,0.762561275,0.31209053,0.486519608,0.880099904,0.458128079,0.641541039,3660
364,brt,0.8,0.502748141,bias_0.8_rep_5,9318,-0.128518372,-0.205251747,0.280605414,0.386629139,0,0.700765733,0.1613723,0.412538885,0.767545315,0.261447563,0.480538567,4665
365,brt,0.8,0.516755017,bias_0.8_rep_13,10828,0.025693809,0.006606901,-0.080648388,-0.001683476,0,0.762375,0.283146067,0.515,0.835835938,0.385093168,0.56125,5459
366,brt,0.8,0.521221147,bias_0.8_rep_3,12323,-0.092029567,-0.147040959,-0.154102992,-0.025226364,0,0.602175245,0.170316302,0.226715686,0.743060541,0.278253883,0.391600861,6300
367,brt,0.8,0.529164248,bias_0.8_rep_18,7183,0.058206478,0.122152175,0.096674212,0.136706535,42,0.780090931,0.440278522,0.470447475,0.942311035,0.694156832,0.774617172,3647
368,brt,0.8,0.565345505,bias_0.8_rep_7,15950,-0.357107771,-0.491661885,-0.308828841,-0.335086621,4,0.527804878,0.11747851,0.13495935,0.849892712,0.532682546,0.569959304,9785
369,brt,0.8,0.566591422,bias_0.8_rep_15,2832,0.006833782,-0.294940383,0.470144198,0.538775569,0,0.776615385,0.240302744,0.521025641,0.783031056,0.311955661,0.479089027,1004
370,brt,0.8,0.747890819,bias_0.8_rep_16,2824,0.284607554,0.035460019,0.293333585,0.543212556,2,0.914141414,0.510054412,0.763131313,0.918923174,0.494473008,0.714672544,1507
371,brt,0.8,1,bias_0.8_rep_1,215,0.538161402,0.05294097,0.538161402,0.05294097,154,0.744636964,0.326805386,0.50550055,0.799009719,0.458166209,0.50565438,17
372,brt,0.8,1,bias_0.8_rep_2,4600,0.34893081,0.208177919,0.34893081,0.208177919,0,0.681143814,0.26511955,0.31036133,0.860719986,0.417695167,0.578991451,3794
373,brt,0.9,0.178251121,bias_0.9_rep_15,1429,0.142973192,-0.062589988,0.402119425,0.385119981,6,0.75225,0.388888889,0.375,0.887861272,0.485717632,0.661657033,159
374,brt,0.9,0.262478485,bias_0.9_rep_13,1766,0.457376716,0.023164948,0.722318447,0.696776941,2,0.805031447,0.294967177,0.566352201,0.909964623,0.515480737,0.687657233,305
375,brt,0.9,0.277369281,bias_0.9_rep_11,8603,0.277686129,0.384663956,0.546120079,0.701748237,18,0.665357423,0.217081851,0.323906782,0.872108654,0.532242092,0.594817596,2037
376,brt,0.9,0.292715232,bias_0.9_rep_18,1146,0.777691258,-0.151713704,0.590728227,0.600886967,14,0.883047945,0.457973457,0.753424658,0.94457265,0.598573991,0.778525641,221
377,brt,0.9,0.295102686,bias_0.9_rep_14,5545,0.597408129,0.406083818,0.548288912,0.673949618,4,0.716810683,0.223826715,0.384917518,0.821219426,0.342036397,0.515350979,934
378,brt,0.9,0.358225806,bias_0.9_rep_5,12748,0.488938708,0.746807663,-0.066232215,0.096145268,13,0.808567177,0.446441409,0.56207483,0.894204962,0.475288194,0.650039277,4442
379,brt,0.9,0.375597832,bias_0.9_rep_6,9902,0.203636933,0.291823816,-0.364502154,-0.485321925,0,0.715029762,0.239631336,0.386054422,0.788573579,0.306808353,0.438072794,3534
380,brt,0.9,0.408016444,bias_0.9_rep_9,2654,-0.360240861,-0.64961444,0.04532997,0.018053617,19,0.968042986,0.7040715,0.911764706,0.959984644,0.739689274,0.833389788,794
381,brt,0.9,0.428485214,bias_0.9_rep_4,2285,0.674343507,-0.038608853,0.618465286,0.66164931,1,0.70971201,0.153846154,0.452205882,0.887742283,0.432258065,0.657334291,710
382,brt,0.9,0.549183759,bias_0.9_rep_3,9382,0.046078926,0.022844563,0.432933425,0.603908069,9,0.620251225,0.144634526,0.325980392,0.824599186,0.457854164,0.507178751,3936
383,brt,0.9,0.587626733,bias_0.9_rep_17,4407,0.302233655,0.21875071,0.134444209,0.375162141,0,0.874234069,0.376820978,0.731617647,0.901120184,0.469916013,0.7168581,2840
384,brt,0.9,0.589626934,bias_0.9_rep_7,1290,0.388744846,-0.577384302,0.140405075,0.243089115,2,0.788,0.356187291,0.475897436,0.845147364,0.389200395,0.533715235,648
385,brt,0.9,0.696650417,bias_0.9_rep_10,6297,0.313709597,0.146620515,0.269317245,0.436729102,1,0.711869919,0.163558106,0.453658537,0.830255272,0.381071301,0.559970403,4430
386,brt,0.9,0.767768759,bias_0.9_rep_12,5746,0.334482621,0.282404626,0.068072874,0.041564724,0,0.673140587,0.148670578,0.348267491,0.87363135,0.411193788,0.610033802,3878
387,brt,0.9,0.848920863,bias_0.9_rep_8,1022,0.324560698,0.001815234,0.170326741,0.076895688,23,0.92997076,0.525248509,0.802923977,0.972868819,0.725936668,0.86218015,236
388,brt,0.9,0.888888889,bias_0.9_rep_16,1070,0.609293383,0.122102142,0.68932866,0.70537417,1,0.830561798,0.36534167,0.524719101,0.911195309,0.473704558,0.688209292,368
389,brt,0.9,1,bias_0.9_rep_1,1171,0.610107376,0.404935046,0.610107376,0.404935046,32,0.768388605,0.349315068,0.477891156,0.929922755,0.607828264,0.720476565,864
390,brt,0.9,1,bias_0.9_rep_2,2587,0.509713682,0.282111128,0.509713682,0.282111128,0,0.728943089,0.281828074,0.504065041,0.799918609,0.392548237,0.519792823,1580
391,brt,1,0.103700989,bias_1_rep_19,3728,0.712076309,0.73423969,0.074582603,0.200841462,19,0.906773977,0.646091811,0.71093226,0.947845455,0.637462365,0.790367397,283
392,brt,1,0.296246946,bias_1_rep_7,13199,-0.360738251,-0.335567048,-0.084249265,-0.110067629,14,0.715449954,0.382352941,0.464646465,0.977644031,0.758054082,0.865880171,4002
393,brt,1,0.422007811,bias_1_rep_17,16469,0.317973747,0.21914106,0.170880134,0.14420535,9,0.929522498,0.611650485,0.732323232,0.884943091,0.57412813,0.642368438,7348
394,brt,1,0.44789916,bias_1_rep_18,11782,0.596623044,0.552319702,0.586794543,0.699963157,799,0.753575358,0.490150637,0.546754675,0.900551684,0.624573379,0.705636041,5330
395,brt,1,0.457636794,bias_1_rep_12,11919,-0.104098399,-0.243208568,-0.18123817,-0.355966807,126,0.85275,0.498659517,0.595,0.960179688,0.725835866,0.82,5612
396,brt,1,0.457942511,bias_1_rep_8,13271,-0.69191445,-0.725855019,-0.602166275,-0.589919892,108,0.751048334,0.421467846,0.412933127,0.915665281,0.557440531,0.722647216,6054
397,brt,1,0.460684411,bias_1_rep_3,17763,-0.485008488,-0.320821268,-0.051746073,0.125543604,21,0.750406504,0.356234097,0.591869919,0.894968553,0.587734242,0.642915279,9087
398,brt,1,0.463500678,bias_1_rep_13,4514,0.21429446,0.317877107,0.301105663,0.41637355,17,0.836475517,0.38172043,0.581304006,0.917705774,0.552352692,0.697739458,1708
399,brt,1,0.468034766,bias_1_rep_15,17522,-0.189372105,-0.150719445,-0.091567451,0.125693313,0,0.825123153,0.479823455,0.577223993,0.772150081,0.308249308,0.434067512,9693
400,brt,1,0.482632541,bias_1_rep_9,2261,0.659135134,0.697569709,0.565044581,0.645689323,14,0.804998107,0.435906154,0.561529724,0.936619561,0.652990946,0.743040207,528
401,brt,1,0.492735779,bias_1_rep_11,4218,0.164889088,-0.195017771,0.103094133,0.287658112,0,0.728191001,0.343434343,0.398989899,0.786199565,0.328756674,0.480177761,2001
402,brt,1,0.498145358,bias_1_rep_20,17028,-0.275379507,-0.422496788,-0.424202646,-0.609280513,18,0.651830581,0.210337401,0.332615458,0.891512192,0.57305733,0.616239195,8595
403,brt,1,0.508681926,bias_1_rep_16,3396,0.500555253,0.395815086,0.416846782,0.57642466,1,0.702409008,0.247919144,0.417648599,0.848692038,0.464172956,0.569044639,1289
404,brt,1,0.563302139,bias_1_rep_10,12888,-0.290165188,-0.215750208,0.059618425,0.063289768,41,0.758076095,0.440278522,0.450825556,0.943883437,0.727264058,0.804753552,8427
405,brt,1,0.564660431,bias_1_rep_6,9088,0.176954458,-0.044983024,0.227658282,0.36537109,17,0.800733176,0.334616442,0.593349044,0.942273521,0.665009323,0.766405538,5554
406,brt,1,0.570837049,bias_1_rep_4,15063,0.048683324,0.011623413,-0.11631368,-0.009949434,6,0.798157454,0.439564301,0.623594161,0.869711911,0.430109149,0.612003982,8961
407,brt,1,0.710168135,bias_1_rep_14,1532,0.413614637,0.322887721,-0.002647688,0.337454539,28,0.880805515,0.630434783,0.733671988,0.976433387,0.78942862,0.884404272,887
408,brt,1,0.785019455,bias_1_rep_5,2261,0.589970273,0.378536777,0.461071614,0.582812529,13,0.793850203,0.330106184,0.535534817,0.889457798,0.506640633,0.652997045,807
409,brt,1,1,bias_1_rep_1,3341,0.146704367,0.048694116,0.146704367,0.048694116,14,0.762714461,0.261744966,0.531862745,0.930231515,0.634458078,0.743957885,1858
410,brt,1,1,bias_1_rep_2,5951,0.101898393,-0.356906693,0.101898393,-0.356906693,29,0.630420918,0.17989418,0.334183673,0.85993552,0.512679499,0.601531815,5080
411,dm,0,0.179361179,bias_0_rep_5,3079,0.805379633,0.580080255,0.628537337,0.563919698,358,0.746266234,0.368831169,0.419480519,0.652866027,0.140998407,0.251498355,511
412,dm,0,0.379357485,bias_0_rep_14,1695,0.784949075,0.602980454,0.466462133,0.40029606,323,0.778304774,0.222193942,0.540391677,0.639372413,0.132079446,0.262476728,555
413,dm,0,0.394207755,bias_0_rep_13,4819,0.578442639,0.573312354,-0.02851633,0.038324138,1170,0.383495146,0.005780877,0.04368932,0.523607287,0.047993706,0.105119794,1647
414,dm,0,0.409754224,bias_0_rep_8,3122,0.871070985,0.767330323,0.48275146,0.519326814,794,0.582107843,0.104617027,0.240196078,0.642730019,0.129897417,0.255084949,1067
415,dm,0,0.432717678,bias_0_rep_4,5062,0.858592159,0.790796501,0.264967754,0.39380636,1130,0.683625,0.344827586,0.37,0.616820313,0.101408451,0.215,1804
416,dm,0,0.453215548,bias_0_rep_16,14052,0.642171344,0.636092074,0.311984184,0.258447907,2934,0.306341463,0.001341682,0.009756098,0.509944506,0.033215257,0.078801332,6413
417,dm,0,0.457184976,bias_0_rep_20,15364,0.710497875,0.759033344,0.552556357,0.535072898,2572,0.5295,0.075630252,0.16,0.536085938,0.03704918,0.14125,7133
418,dm,0,0.467141556,bias_0_rep_3,17713,0.568747708,0.562751413,0.251459864,0.19827354,4627,0.498624862,0.097490347,0.121562156,0.602008069,0.142593639,0.164741121,8722
419,dm,0,0.485461387,bias_0_rep_9,21790,0.052178536,-0.491592905,-0.31959304,-0.508879248,5532,0.370182556,0.05601907,0.068096204,0.523499267,0.035643049,0.090081783,11353
420,dm,0,0.48752867,bias_0_rep_17,6790,0.657799109,0.65234705,0.367131797,0.327014675,2015,0.569788797,0.067278287,0.222222222,0.631817891,0.121111756,0.229618262,3401
421,dm,0,0.504071199,bias_0_rep_19,5301,0.898034725,0.706796152,0.507371457,0.280669868,1130,0.603875,0.133099825,0.295,0.5998125,0.107566089,0.22,2662
422,dm,0,0.51537355,bias_0_rep_12,20833,0.470936163,0.021512237,0.048018672,-0.015717148,8507,0.56742441,0.126020746,0.177664975,0.471705132,0.075098814,0.067603629,11465
423,dm,0,0.569787986,bias_0_rep_15,1604,0.575498905,0.69788088,-0.376785977,-0.360207508,302,0.76027756,0.225863207,0.443309767,0.723419707,0.208949261,0.391167972,645
424,dm,0,0.571090047,bias_0_rep_10,933,0.475502121,0.328492231,0.285863301,0.282542957,112,0.808978873,0.392032594,0.530809859,0.803268398,0.305609028,0.54012987,241
425,dm,0,0.588980716,bias_0_rep_7,6338,0.738321769,0.727177165,-0.20234406,-0.274450984,865,0.689472523,0.229048613,0.411388215,0.687535379,0.151205937,0.357943426,3207
426,dm,0,0.589824121,bias_0_rep_6,5741,0.632652209,0.690344232,-0.267220084,-0.347301792,787,0.697875,0.261484099,0.34,0.754984375,0.224810716,0.4275,2817
427,dm,0,0.649733775,bias_0_rep_11,7129,0.561413711,0.486102521,0.537350412,0.626267878,3921,0.50550055,0.029327797,0.126512651,0.509039367,0.030837004,0.077908185,4515
428,dm,0,0.910785619,bias_0_rep_18,1896,0.6415697,0.710024091,0.289431087,0.335772839,493,0.683080808,0.188311688,0.313131313,0.656052177,0.172932331,0.235277192,684
429,dm,0,1,bias_0_rep_1,3112,0.820611316,0.839655704,0.820611316,0.839655704,4605,0.510405054,0.063734928,0.233742103,0.531982432,0.072872653,0.095244307,2717
430,dm,0,1,bias_0_rep_2,23828,0.157877331,-0.236882957,0.157877331,-0.236882957,16547,0.50425,0.1089838,0.185,0.478046875,0.072840791,0.0775,24849
431,dm,0.1,0.234875445,bias_0.1_rep_3,1903,0.550494413,0.36847715,0.066815682,0.04210653,168,0.618378378,0.152586728,0.371621622,0.731639698,0.196151459,0.460906149,264
432,dm,0.1,0.280124224,bias_0.1_rep_5,2947,0.626067738,0.644114954,0.172136783,0.191758698,166,0.621885686,0.179360833,0.20517831,0.694126369,0.237777669,0.339412994,451
433,dm,0.1,0.32335958,bias_0.1_rep_7,7380,0.354797546,0.242577029,0.338338589,0.300180889,542,0.463199073,0.035633484,0.182555781,0.560936343,0.083758797,0.185167269,1232
434,dm,0.1,0.362670574,bias_0.1_rep_17,10434,0.412972417,0.406462852,0.04546463,0.224544356,3020,0.742660721,0.331306991,0.489780751,0.629690829,0.164149796,0.25383021,3960
435,dm,0.1,0.394469895,bias_0.1_rep_20,18043,0.404261281,0.12338298,-0.267655302,-0.64524831,3247,0.521995287,0.185368043,0.216286986,0.59266985,0.143537688,0.259784607,7233
436,dm,0.1,0.399289291,bias_0.1_rep_13,6883,0.764177726,0.645847405,0.79644116,0.700615052,1299,0.64034458,0.166259169,0.267049533,0.557696866,0.085609623,0.121130233,2472
437,dm,0.1,0.416479401,bias_0.1_rep_6,1890,0.398344387,0.402257984,-0.157839177,-0.13612511,236,0.802083333,0.314404432,0.607371795,0.772081612,0.267857143,0.443181818,556
438,dm,0.1,0.456852318,bias_0.1_rep_10,11369,0.683551089,0.681942731,0.573900505,0.655171431,2102,0.633821138,0.103086779,0.305691057,0.678128006,0.141345978,0.344062153,4897
439,dm,0.1,0.466063978,bias_0.1_rep_12,7097,0.834096234,0.747384679,0.353659509,0.278274538,2190,0.381593467,0.008772766,0.040609137,0.503444874,0.024853108,0.12115282,3351
440,dm,0.1,0.468181818,bias_0.1_rep_19,7329,0.665847245,0.666542577,0.372394172,0.369629076,2045,0.571069634,0.113568216,0.234745154,0.552560881,0.078703586,0.103873323,2884
441,dm,0.1,0.503938658,bias_0.1_rep_15,20997,-0.569211238,-0.809545462,-0.790352512,-0.904641679,5518,0.482535754,0.099887133,0.135313531,0.505394584,0.032258065,0.074484993,12027
442,dm,0.1,0.504789767,bias_0.1_rep_14,17727,0.574253354,0.502710749,0.357304581,0.141187141,5318,0.482454204,0.030276046,0.086294416,0.511951933,0.023332908,0.074897705,8800
443,dm,0.1,0.532438479,bias_0.1_rep_8,3703,0.75300506,0.613171437,-0.181278547,-0.176695438,987,0.605025641,0.109182936,0.204102564,0.571668737,0.085505061,0.156687371,1190
444,dm,0.1,0.595930233,bias_0.1_rep_9,916,0.671716868,0.25136948,2.32E-05,-0.025176006,128,0.737820513,0.270464396,0.47991453,0.847845289,0.399450129,0.64882227,205
445,dm,0.1,0.597111701,bias_0.1_rep_4,7658,0.776232577,0.652127454,0.780384425,0.851496197,2012,0.486181973,0.040833688,0.163265306,0.605688662,0.095182139,0.18342498,4052
446,dm,0.1,0.648326279,bias_0.1_rep_16,3266,0.662999772,0.846830532,-0.363663154,-0.381555382,649,0.755109625,0.136556192,0.49795615,0.663332898,0.181596448,0.258236582,1685
447,dm,0.1,0.776536313,bias_0.1_rep_11,1152,0.678475556,0.262312876,-0.194274116,-0.09819693,96,0.829678639,0.457142857,0.556521739,0.853772809,0.390254336,0.638582936,139
448,dm,0.1,0.842883549,bias_0.1_rep_18,1337,0.537187758,0.493187351,-0.160836848,-0.087092627,222,0.756248162,0.279078921,0.441634813,0.716623196,0.188273928,0.379429664,456
449,dm,0.1,1,bias_0.1_rep_1,21276,0.683280537,0.379231339,0.683280537,0.379231339,16027,0.408577224,0.041126509,0.053317879,0.548094511,0.05458567,0.124155342,21979
450,dm,0.1,1,bias_0.1_rep_2,1144,0.15105463,0.283945596,0.15105463,0.283945596,4377,0.681196204,0.34692262,0.407856985,0.602836765,0.11472195,0.210460772,606
451,dm,0.2,0.203584229,bias_0.2_rep_20,3711,0.821814049,0.577324213,0.833202928,0.888520956,371,0.821107266,0.441624365,0.552941176,0.704719929,0.188625299,0.355683604,568
452,dm,0.2,0.393700787,bias_0.2_rep_18,2680,0.876616447,0.741199819,0.561420222,0.512927515,781,0.497367791,0.044110702,0.111749222,0.553003366,0.118459838,0.136680415,900
453,dm,0.2,0.425500733,bias_0.2_rep_10,3540,0.525643549,0.532235402,0.187919527,0.307168698,623,0.676445578,0.223300971,0.316326531,0.622381513,0.123672231,0.240900759,871
454,dm,0.2,0.430559258,bias_0.2_rep_14,16213,0.5334551,0.501462554,0.303248834,0.315270521,4443,0.474,0.041284404,0.06,0.520976563,0.045016077,0.0725,8076
455,dm,0.2,0.431268684,bias_0.2_rep_11,16993,0.520507091,0.473197646,0.430123422,0.435930008,4271,0.534337873,0.051054819,0.188640974,0.468647488,0.019176022,0.073241523,8223
456,dm,0.2,0.443064182,bias_0.2_rep_16,14623,0.541814391,0.488713155,-0.293149094,-0.414054227,3005,0.495218777,0.065016403,0.126340191,0.569938474,0.073328937,0.164744297,7062
457,dm,0.2,0.45786418,bias_0.2_rep_13,11267,0.409953554,0.470719592,-0.45855026,-0.651318007,2076,0.657780354,0.174537456,0.390901188,0.697109643,0.21516025,0.403682484,5205
458,dm,0.2,0.466043049,bias_0.2_rep_4,19937,0.412506196,0.123553099,0.283275561,0.264021682,4921,0.45025,0.03649635,0.06,0.549515625,0.048747913,0.15,9765
459,dm,0.2,0.494662876,bias_0.2_rep_17,17301,0.835217844,0.725341328,0.52527417,0.578973089,7631,0.554403002,0.097490347,0.230854116,0.515146124,0.052413385,0.085571962,9222
460,dm,0.2,0.50084317,bias_0.2_rep_12,2442,0.565472072,0.422867773,-0.037006116,-0.151627115,121,0.839,0.43339254,0.576,0.820517928,0.371063678,0.539043825,594
461,dm,0.2,0.50843767,bias_0.2_rep_15,2760,0.606327898,0.681859291,0.174561777,0.173630784,231,0.811519021,0.375743163,0.505453578,0.742507769,0.275160301,0.362646816,934
462,dm,0.2,0.517581983,bias_0.2_rep_9,3358,0.624514597,0.603412273,-0.173801012,-0.184612569,584,0.762052342,0.345794393,0.51010101,0.728427329,0.214376224,0.45607136,1310
463,dm,0.2,0.520304323,bias_0.2_rep_3,19309,0.706793051,0.504675994,0.730027927,0.506547068,7637,0.419871795,0.093189964,0.104166667,0.494454488,0.037356322,0.054292929,10737
464,dm,0.2,0.550988554,bias_0.2_rep_7,2402,0.846041818,0.552259962,0.326787286,0.357617388,731,0.521587946,0.06770474,0.199072733,0.649529108,0.129451668,0.261190307,1059
465,dm,0.2,0.686968513,bias_0.2_rep_5,4636,0.763009732,0.784659083,-0.17753419,-0.23256339,574,0.79725,0.311584554,0.6,0.7564375,0.204423192,0.50375,2989
466,dm,0.2,0.717275156,bias_0.2_rep_19,3261,0.635739258,0.551302706,0.024609074,-0.09157273,1061,0.584087398,0.116719243,0.189362172,0.59897139,0.104753115,0.228784914,1611
467,dm,0.2,0.752112676,bias_0.2_rep_8,1555,0.613319634,0.28542323,0.322519111,0.344625558,196,0.73312068,0.273451648,0.413609782,0.716255144,0.229953234,0.382905983,267
468,dm,0.2,0.97068819,bias_0.2_rep_6,4482,0.746425257,0.855376584,-0.336117929,-0.268107225,645,0.706683168,0.286640726,0.377887789,0.728887768,0.207605646,0.389021334,2285
469,dm,0.2,1,bias_0.2_rep_1,842,-0.006232622,0.217185948,-0.006232622,0.217185948,4960,0.531029065,0.168099003,0.183032207,0.660455199,0.134342258,0.288586041,102
470,dm,0.2,1,bias_0.2_rep_2,1307,0.12978169,0.361838575,0.12978169,0.361838575,5569,0.748130081,0.317829457,0.487804878,0.633784684,0.179578246,0.197484277,398
471,dm,0.3,0.161220044,bias_0.3_rep_18,2192,0.728092705,0.456502052,0.779739535,0.809527511,159,0.6725,0.213822894,0.45,0.802173295,0.344483275,0.510227273,296
472,dm,0.3,0.166970803,bias_0.3_rep_9,1318,0.630876504,0.363336689,0.328749413,0.290498576,123,0.739771965,0.314981949,0.468142186,0.748792901,0.313126757,0.436078124,183
473,dm,0.3,0.183431953,bias_0.3_rep_15,4156,0.536257056,0.511915618,0.270060084,0.25645073,412,0.569848485,0.091936112,0.186363636,0.553238636,0.061971831,0.156060606,558
474,dm,0.3,0.252529511,bias_0.3_rep_20,5247,0.900671055,0.692059469,0.702122117,0.634466966,949,0.539243838,0.080681453,0.216319694,0.584238057,0.070040315,0.177278402,1198
475,dm,0.3,0.322048611,bias_0.3_rep_14,1622,0.74171732,0.408737689,0.525771091,0.536687962,269,0.723057644,0.361702128,0.357142857,0.704117341,0.201767305,0.332859447,371
476,dm,0.3,0.36562671,bias_0.3_rep_17,2156,0.876458065,0.598460353,0.354941207,0.321857903,515,0.43575,0.009945301,0.05,0.670914063,0.121673004,0.35,668
477,dm,0.3,0.404208005,bias_0.3_rep_13,10940,0.296517233,0.28245364,-0.122831029,-0.14508157,809,0.706801471,0.180949705,0.394607843,0.678586384,0.165261383,0.339973678,4726
478,dm,0.3,0.40763576,bias_0.3_rep_12,20145,-0.301926158,-0.52835907,-0.500823296,-0.724731318,3992,0.449070437,0.030877664,0.102120974,0.539563343,0.120185224,0.128184923,8595
479,dm,0.3,0.411411411,bias_0.3_rep_16,1137,0.704074523,0.402348906,0.654331363,0.646526025,98,0.773333333,0.388560158,0.488888889,0.800147183,0.428306917,0.522876367,274
480,dm,0.3,0.473831776,bias_0.3_rep_7,2281,0.487052792,0.346524217,-0.133413363,-0.073135493,297,0.753629032,0.288252715,0.409677419,0.798458558,0.258865959,0.492115903,507
481,dm,0.3,0.507739938,bias_0.3_rep_3,999,0.58073665,0.4325354,-0.114934903,-0.021941098,130,0.567405063,0.173186813,0.265822785,0.699283439,0.226692836,0.345859873,164
482,dm,0.3,0.50967368,bias_0.3_rep_6,21333,0.732308435,0.64619922,0.664645848,0.499063506,7630,0.556941073,0.064824655,0.152284264,0.502660478,0.023280867,0.093221847,11433
483,dm,0.3,0.511805027,bias_0.3_rep_8,17515,0.773505578,0.790292412,0.678554464,0.290740148,7333,0.528581267,0.144144144,0.161616162,0.471801266,0.009062788,0.02244389,8736
